##Databases: Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
spermatid development	Gene Ontology	GO:0007286	11	83	0.0462873065215	0.429245131075	ENSG00000104044|ENSG00000077327|ENSG00000071539|ENSG00000187268|ENSG00000164113|ENSG00000118245|ENSG00000227234|ENSG00000132972|ENSG00000100206|ENSG00000183304|ENSG00000162782	http://amigo.geneontology.org/amigo/term/GO:0007286
peptidoglycan binding	Gene Ontology	GO:0042834	4	17	0.046440034551	0.429245131075	ENSG00000172023|ENSG00000143954|ENSG00000172016|ENSG00000115386	http://amigo.geneontology.org/amigo/term/GO:0042834
chondrocyte development	Gene Ontology	GO:0002063	4	17	0.046440034551	0.429245131075	ENSG00000060718|ENSG00000105664|ENSG00000168779|ENSG00000157766	http://amigo.geneontology.org/amigo/term/GO:0002063
thyroid hormone generation	Gene Ontology	GO:0006590	4	17	0.046440034551	0.429245131075	ENSG00000137857|ENSG00000105641|ENSG00000211448|ENSG00000140279	http://amigo.geneontology.org/amigo/term/GO:0006590
synaptic cleft	Gene Ontology	GO:0043083	4	17	0.046440034551	0.429245131075	ENSG00000176884|ENSG00000131094|ENSG00000150394|ENSG00000169760	http://amigo.geneontology.org/amigo/term/GO:0043083
regulation of neuron migration	Gene Ontology	GO:2001222	4	17	0.046440034551	0.429245131075	ENSG00000066032|ENSG00000168875|ENSG00000163623|ENSG00000156687	http://amigo.geneontology.org/amigo/term/GO:2001222
negative regulation of signaling receptor activity	Gene Ontology	GO:2000272	6	34	0.0464532767618	0.429245131075	ENSG00000107984|ENSG00000101446|ENSG00000180772|ENSG00000150551|ENSG00000104371|ENSG00000176956	http://amigo.geneontology.org/amigo/term/GO:2000272
cellular response to cAMP	Gene Ontology	GO:0071320	8	53	0.0472047493937	0.435202157871	ENSG00000225697|ENSG00000099822|ENSG00000070019|ENSG00000105641|ENSG00000181092|ENSG00000086991|ENSG00000103375|ENSG00000145708	http://amigo.geneontology.org/amigo/term/GO:0071320
protein homooligomerization	Gene Ontology	GO:0051260	13	105	0.0487585097124	0.443658149537	ENSG00000155897|ENSG00000164794|ENSG00000177238|ENSG00000114346|ENSG00000111262|ENSG00000171864|ENSG00000197299|ENSG00000171126|ENSG00000051341|ENSG00000111206|ENSG00000183783|ENSG00000166006|ENSG00000129159	http://amigo.geneontology.org/amigo/term/GO:0051260
female pregnancy	Gene Ontology	GO:0007565	11	84	0.0493521871003	0.443658149537	ENSG00000119973|ENSG00000174697|ENSG00000149021|ENSG00000166863|ENSG00000147571|ENSG00000145244|ENSG00000159224|ENSG00000184160|ENSG00000120088|ENSG00000126838|ENSG00000145708	http://amigo.geneontology.org/amigo/term/GO:0007565
cardiac muscle contraction	Gene Ontology	GO:0060048	7	44	0.0498263375046	0.443658149537	ENSG00000129991|ENSG00000176076|ENSG00000055118|ENSG00000183072|ENSG00000130598|ENSG00000183873|ENSG00000114854	http://amigo.geneontology.org/amigo/term/GO:0060048
glutamate binding	Gene Ontology	GO:0016595	3	10	0.0502994024751	0.443658149537	ENSG00000176884|ENSG00000136750|ENSG00000128683	http://amigo.geneontology.org/amigo/term/GO:0016595
dorsal/ventral neural tube patterning	Gene Ontology	GO:0021904	3	10	0.0502994024751	0.443658149537	ENSG00000133937|ENSG00000154342|ENSG00000009709	http://amigo.geneontology.org/amigo/term/GO:0021904
negative regulation of potassium ion transmembrane transport	Gene Ontology	GO:1901380	3	10	0.0502994024751	0.443658149537	ENSG00000176076|ENSG00000197993|ENSG00000055118	http://amigo.geneontology.org/amigo/term/GO:1901380
sodium channel activity	Gene Ontology	GO:0005272	3	10	0.0502994024751	0.443658149537	ENSG00000070985|ENSG00000088836|ENSG00000166828	http://amigo.geneontology.org/amigo/term/GO:0005272
negative regulation of hormone secretion	Gene Ontology	GO:0046888	3	10	0.0502994024751	0.443658149537	ENSG00000181092|ENSG00000095752|ENSG00000100604	http://amigo.geneontology.org/amigo/term/GO:0046888
peripheral nervous system neuron development	Gene Ontology	GO:0048935	3	10	0.0502994024751	0.443658149537	ENSG00000128709|ENSG00000159556|ENSG00000128710	http://amigo.geneontology.org/amigo/term/GO:0048935
notochord development	Gene Ontology	GO:0030903	3	10	0.0502994024751	0.443658149537	ENSG00000214513|ENSG00000139219|ENSG00000123473	http://amigo.geneontology.org/amigo/term/GO:0030903
postsynaptic membrane assembly	Gene Ontology	GO:0097104	3	10	0.0502994024751	0.443658149537	ENSG00000133216|ENSG00000169760|ENSG00000170835	http://amigo.geneontology.org/amigo/term/GO:0097104
high voltage-gated calcium channel activity	Gene Ontology	GO:0008331	3	10	0.0502994024751	0.443658149537	ENSG00000182389|ENSG00000081248|ENSG00000148408	http://amigo.geneontology.org/amigo/term/GO:0008331
regulation of chondrocyte differentiation	Gene Ontology	GO:0032330	3	10	0.0502994024751	0.443658149537	ENSG00000110492|ENSG00000168779|ENSG00000170577	http://amigo.geneontology.org/amigo/term/GO:0032330
attachment of spindle microtubules to kinetochore	Gene Ontology	GO:0008608	3	10	0.0502994024751	0.443658149537	ENSG00000178999|ENSG00000080986|ENSG00000129810	http://amigo.geneontology.org/amigo/term/GO:0008608
complement activation, lectin pathway	Gene Ontology	GO:0001867	3	10	0.0502994024751	0.443658149537	ENSG00000142748|ENSG00000184374|ENSG00000160339	http://amigo.geneontology.org/amigo/term/GO:0001867
phosphatidylinositol bisphosphate binding	Gene Ontology	GO:1902936	3	10	0.0502994024751	0.443658149537	ENSG00000177182|ENSG00000146352|ENSG00000186868	http://amigo.geneontology.org/amigo/term/GO:1902936
acetylcholine receptor signaling pathway	Gene Ontology	GO:0095500	3	10	0.0502994024751	0.443658149537	ENSG00000176956|ENSG00000080644|ENSG00000150551	http://amigo.geneontology.org/amigo/term/GO:0095500
netrin-activated signaling pathway	Gene Ontology	GO:0038007	3	10	0.0502994024751	0.443658149537	ENSG00000187323|ENSG00000113763|ENSG00000156687	http://amigo.geneontology.org/amigo/term/GO:0038007
glucocorticoid biosynthetic process	Gene Ontology	GO:0006704	3	10	0.0502994024751	0.443658149537	ENSG00000179142|ENSG00000148795|ENSG00000147571	http://amigo.geneontology.org/amigo/term/GO:0006704
forelimb morphogenesis	Gene Ontology	GO:0035136	3	10	0.0502994024751	0.443658149537	ENSG00000256463|ENSG00000128710|ENSG00000008196	http://amigo.geneontology.org/amigo/term/GO:0035136
terminal bouton	Gene Ontology	GO:0043195	8	54	0.0511869719727	0.449422263234	ENSG00000130477|ENSG00000164418|ENSG00000145920|ENSG00000187714|ENSG00000176884|ENSG00000070729|ENSG00000110680|ENSG00000166006	http://amigo.geneontology.org/amigo/term/GO:0043195
G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	Gene Ontology	GO:0007187	9	64	0.051283767461	0.449422263234	ENSG00000162009|ENSG00000181072|ENSG00000168539|ENSG00000147246|ENSG00000278195|ENSG00000179097|ENSG00000134640|ENSG00000179546|ENSG00000118432	http://amigo.geneontology.org/amigo/term/GO:0007187
heart looping	Gene Ontology	GO:0001947	9	64	0.051283767461	0.449422263234	ENSG00000107831|ENSG00000123473|ENSG00000110195|ENSG00000138136|ENSG00000154342|ENSG00000214513|ENSG00000183072|ENSG00000160973|ENSG00000139445	http://amigo.geneontology.org/amigo/term/GO:0001947
DNA-dependent ATPase activity	Gene Ontology	GO:0008094	6	35	0.0514912862215	0.450272513632	ENSG00000204410|ENSG00000051180|ENSG00000100206|ENSG00000131747|ENSG00000196584|ENSG00000197299	http://amigo.geneontology.org/amigo/term/GO:0008094
integral component of membrane	Gene Ontology	GO:0016021	277	3546	0.0525481264247	0.458530225226	ENSG00000188580|ENSG00000165349|ENSG00000136542|ENSG00000132429|ENSG00000138653|ENSG00000072041|ENSG00000130054|ENSG00000148344|ENSG00000203730|ENSG00000242515|ENSG00000130720|ENSG00000145244|ENSG00000198398|ENSG00000006118|ENSG00000197891|ENSG00000088836|ENSG00000070985|ENSG00000080644|ENSG00000138798|ENSG00000168032|ENSG00000152954|ENSG00000135119|ENSG00000172031|ENSG00000185559|ENSG00000203985|ENSG00000186326|ENSG00000225697|ENSG00000254126|ENSG00000105290|ENSG00000257743|ENSG00000170835|ENSG00000157613|ENSG00000153294|ENSG00000166897|ENSG00000165685|ENSG00000153292|ENSG00000143195|ENSG00000261115|ENSG00000254656|ENSG00000086159|ENSG00000171004|ENSG00000131097|ENSG00000105668|ENSG00000158270|ENSG00000183654|ENSG00000267795|ENSG00000174899|ENSG00000180730|ENSG00000113249|ENSG00000167619|ENSG00000167355|ENSG00000273777|ENSG00000103742|ENSG00000205678|ENSG00000268104|ENSG00000168124|ENSG00000111262|ENSG00000149926|ENSG00000149043|ENSG00000074410|ENSG00000086991|ENSG00000261594|ENSG00000161609|ENSG00000255298|ENSG00000170044|ENSG00000101842|ENSG00000144452|ENSG00000138161|ENSG00000178233|ENSG00000081138|ENSG00000183117|ENSG00000079112|ENSG00000077498|ENSG00000280236|ENSG00000174599|ENSG00000063015|ENSG00000215262|ENSG00000162366|ENSG00000120088|ENSG00000164756|ENSG00000174607|ENSG00000204624|ENSG00000130032|ENSG00000274391|ENSG00000082556|ENSG00000104044|ENSG00000132932|ENSG00000186417|ENSG00000145107|ENSG00000156395|ENSG00000152910|ENSG00000260230|ENSG00000161381|ENSG00000143061|ENSG00000168955|ENSG00000121446|ENSG00000140274|ENSG00000256574|ENSG00000114646|ENSG00000142319|ENSG00000171126|ENSG00000135116|ENSG00000140297|ENSG00000179292|ENSG00000205116|ENSG00000185818|ENSG00000126259|ENSG00000196119|ENSG00000182272|ENSG00000119946|ENSG00000130300|ENSG00000105641|ENSG00000158865|ENSG00000161798|ENSG00000102239|ENSG00000164744|ENSG00000105889|ENSG00000180440|ENSG00000211448|ENSG00000172689|ENSG00000214929|ENSG00000243902|ENSG00000144583|ENSG00000147378|ENSG00000166961|ENSG00000204694|ENSG00000187806|ENSG00000070019|ENSG00000127530|ENSG00000180251|ENSG00000170786|ENSG00000163914|ENSG00000130821|ENSG00000155052|ENSG00000107159|ENSG00000172967|ENSG00000226887|ENSG00000129159|ENSG00000187783|ENSG00000223802|ENSG00000132164|ENSG00000184478|ENSG00000090932|ENSG00000182366|ENSG00000251608|ENSG00000164509|ENSG00000106128|ENSG00000112379|ENSG00000130643|ENSG00000008300|ENSG00000073670|ENSG00000187581|ENSG00000131055|ENSG00000180785|ENSG00000074803|ENSG00000103546|ENSG00000110148|ENSG00000204688|ENSG00000164100|ENSG00000100373|ENSG00000197993|ENSG00000196196|ENSG00000158014|ENSG00000112164|ENSG00000154162|ENSG00000147262|ENSG00000054356|ENSG00000140557|ENSG00000167332|ENSG00000166006|ENSG00000143001|ENSG00000204291|ENSG00000166558|ENSG00000102683|ENSG00000172318|ENSG00000182963|ENSG00000173702|ENSG00000244122|ENSG00000182938|ENSG00000240045|ENSG00000117069|ENSG00000125869|ENSG00000187957|ENSG00000178531|ENSG00000158008|ENSG00000113763|ENSG00000179673|ENSG00000013293|ENSG00000145526|ENSG00000090402|ENSG00000066230|ENSG00000137869|ENSG00000184811|ENSG00000147255|ENSG00000187416|ENSG00000131650|ENSG00000055732|ENSG00000198569|ENSG00000172461|ENSG00000154118|ENSG00000111432|ENSG00000259803|ENSG00000124302|ENSG00000186439|ENSG00000121904|ENSG00000169550|ENSG00000113303|ENSG00000149452|ENSG00000177519|ENSG00000121742|ENSG00000188763|ENSG00000101198|ENSG00000165462|ENSG00000204019|ENSG00000167080|ENSG00000149654|ENSG00000172901|ENSG00000176920|ENSG00000174939|ENSG00000088340|ENSG00000154415|ENSG00000156687|ENSG00000180287|ENSG00000185105|ENSG00000139364|ENSG00000181072|ENSG00000156959|ENSG00000268964|ENSG00000164007|ENSG00000172986|ENSG00000187714|ENSG00000204669|ENSG00000142513|ENSG00000248771|ENSG00000135324|ENSG00000116014|ENSG00000154143|ENSG00000147432|ENSG00000169783|ENSG00000249715|ENSG00000188175|ENSG00000236279|ENSG00000183196|ENSG00000107165|ENSG00000010282|ENSG00000150394|ENSG00000108602|ENSG00000082684|ENSG00000271824|ENSG00000121753|ENSG00000066405|ENSG00000168903|ENSG00000170516|ENSG00000004846|ENSG00000213023|ENSG00000182566|ENSG00000112852|ENSG00000182601|ENSG00000122375|ENSG00000151025|ENSG00000135702|ENSG00000205755|ENSG00000170290|ENSG00000143469|ENSG00000227877|ENSG00000174938|ENSG00000166473|ENSG00000154646|ENSG00000183251|ENSG00000133115|ENSG00000154645|ENSG00000137968|ENSG00000214814|ENSG00000183873|ENSG00000164796|ENSG00000141314|ENSG00000164794	http://amigo.geneontology.org/amigo/term/GO:0016021
homophilic cell adhesion via plasma membrane adhesion molecules	Gene Ontology	GO:0007156	18	162	0.0530622597287	0.462027154689	ENSG00000081138|ENSG00000120322|ENSG00000166589|ENSG00000145526|ENSG00000204956|ENSG00000140945|ENSG00000079112|ENSG00000163395|ENSG00000040731|ENSG00000113100|ENSG00000008300|ENSG00000169855|ENSG00000149654|ENSG00000204970|ENSG00000154162|ENSG00000150394|ENSG00000204969|ENSG00000112852	http://amigo.geneontology.org/amigo/term/GO:0007156
olfactory bulb development	Gene Ontology	GO:0021772	4	18	0.0538875615429	0.465236892558	ENSG00000118193|ENSG00000095713|ENSG00000115844|ENSG00000128610	http://amigo.geneontology.org/amigo/term/GO:0021772
regulation of microtubule polymerization or depolymerization	Gene Ontology	GO:0031110	4	18	0.0538875615429	0.465236892558	ENSG00000165480|ENSG00000154839|ENSG00000186868|ENSG00000230873	http://amigo.geneontology.org/amigo/term/GO:0031110
muscle fiber development	Gene Ontology	GO:0048747	4	18	0.0538875615429	0.465236892558	ENSG00000154277|ENSG00000105664|ENSG00000128591|ENSG00000183091	http://amigo.geneontology.org/amigo/term/GO:0048747
neurotransmitter transmembrane transporter activity	Gene Ontology	GO:0005326	4	18	0.0538875615429	0.465236892558	ENSG00000103546|ENSG00000142319|ENSG00000072041|ENSG00000268089	http://amigo.geneontology.org/amigo/term/GO:0005326
bone morphogenesis	Gene Ontology	GO:0060349	5	27	0.0574229953356	0.490563324932	ENSG00000106483|ENSG00000137203|ENSG00000203877|ENSG00000164920|ENSG00000137745	http://amigo.geneontology.org/amigo/term/GO:0060349
condensed chromosome	Gene Ontology	GO:0000793	5	27	0.0574229953356	0.490563324932	ENSG00000148773|ENSG00000120210|ENSG00000109805|ENSG00000051180|ENSG00000131747	http://amigo.geneontology.org/amigo/term/GO:0000793
cAMP-mediated signaling	Gene Ontology	GO:0019933	5	27	0.0574229953356	0.490563324932	ENSG00000112164|ENSG00000106128|ENSG00000145242|ENSG00000176406|ENSG00000069482	http://amigo.geneontology.org/amigo/term/GO:0019933
hydrogen peroxide catabolic process	Gene Ontology	GO:0042744	5	27	0.0574229953356	0.490563324932	ENSG00000213931|ENSG00000137857|ENSG00000140279|ENSG00000110244|ENSG00000147485	http://amigo.geneontology.org/amigo/term/GO:0042744
voltage-gated calcium channel complex	Gene Ontology	GO:0005891	5	27	0.0574229953356	0.490563324932	ENSG00000182389|ENSG00000081248|ENSG00000100346|ENSG00000148408|ENSG00000198216	http://amigo.geneontology.org/amigo/term/GO:0005891
inner ear development	Gene Ontology	GO:0048839	7	46	0.0592848694699	0.500358758653	ENSG00000181449|ENSG00000162992|ENSG00000107187|ENSG00000121742|ENSG00000126778|ENSG00000117600|ENSG00000164619	http://amigo.geneontology.org/amigo/term/GO:0048839
forebrain development	Gene Ontology	GO:0030900	7	46	0.0592848694699	0.500358758653	ENSG00000107984|ENSG00000181449|ENSG00000123473|ENSG00000133937|ENSG00000278195|ENSG00000101412|ENSG00000116035	http://amigo.geneontology.org/amigo/term/GO:0030900
male sex determination	Gene Ontology	GO:0030238	3	11	0.0609575899219	0.500358758653	ENSG00000100625|ENSG00000169297|ENSG00000027644	http://amigo.geneontology.org/amigo/term/GO:0030238
synaptic transmission, dopaminergic	Gene Ontology	GO:0001963	3	11	0.0609575899219	0.500358758653	ENSG00000100302|ENSG00000145708|ENSG00000147571	http://amigo.geneontology.org/amigo/term/GO:0001963
response to amine	Gene Ontology	GO:0014075	3	11	0.0609575899219	0.500358758653	ENSG00000166006|ENSG00000170312|ENSG00000129159	http://amigo.geneontology.org/amigo/term/GO:0014075
NMDA selective glutamate receptor complex	Gene Ontology	GO:0017146	3	11	0.0609575899219	0.500358758653	ENSG00000176884|ENSG00000169760|ENSG00000183454	http://amigo.geneontology.org/amigo/term/GO:0017146
alcohol dehydrogenase (NADP+) activity	Gene Ontology	GO:0008106	3	11	0.0609575899219	0.500358758653	ENSG00000108602|ENSG00000227471|ENSG00000198074	http://amigo.geneontology.org/amigo/term/GO:0008106
mitotic sister chromatid cohesion	Gene Ontology	GO:0007064	3	11	0.0609575899219	0.500358758653	ENSG00000117399|ENSG00000177602|ENSG00000146670	http://amigo.geneontology.org/amigo/term/GO:0007064
nucleotide biosynthetic process	Gene Ontology	GO:0009165	3	11	0.0609575899219	0.500358758653	ENSG00000167900|ENSG00000229937|ENSG00000157064	http://amigo.geneontology.org/amigo/term/GO:0009165
positive regulation of granulocyte macrophage colony-stimulating factor production	Gene Ontology	GO:0032725	3	11	0.0609575899219	0.500358758653	ENSG00000016082|ENSG00000172458|ENSG00000122133	http://amigo.geneontology.org/amigo/term/GO:0032725
protein localization to kinetochore	Gene Ontology	GO:0034501	3	11	0.0609575899219	0.500358758653	ENSG00000178999|ENSG00000170312|ENSG00000112742	http://amigo.geneontology.org/amigo/term/GO:0034501
keratinocyte proliferation	Gene Ontology	GO:0043616	3	11	0.0609575899219	0.500358758653	ENSG00000140945|ENSG00000170786|ENSG00000101311	http://amigo.geneontology.org/amigo/term/GO:0043616
positive regulation of protein kinase A signaling	Gene Ontology	GO:0010739	3	11	0.0609575899219	0.500358758653	ENSG00000181092|ENSG00000160284|ENSG00000104899	http://amigo.geneontology.org/amigo/term/GO:0010739
positive regulation of blood pressure	Gene Ontology	GO:0045777	4	19	0.0619406780568	0.500358758653	ENSG00000166863|ENSG00000112164|ENSG00000167332|ENSG00000118432	http://amigo.geneontology.org/amigo/term/GO:0045777
spinal cord motor neuron differentiation	Gene Ontology	GO:0021522	4	19	0.0619406780568	0.500358758653	ENSG00000138136|ENSG00000125820|ENSG00000016082|ENSG00000139915	http://amigo.geneontology.org/amigo/term/GO:0021522
detection of light stimulus involved in visual perception	Gene Ontology	GO:0050908	4	19	0.0619406780568	0.500358758653	ENSG00000186326|ENSG00000070729|ENSG00000132932|ENSG00000082684	http://amigo.geneontology.org/amigo/term/GO:0050908
stereocilium tip	Gene Ontology	GO:0032426	4	19	0.0619406780568	0.500358758653	ENSG00000149488|ENSG00000166763|ENSG00000006611|ENSG00000242866	http://amigo.geneontology.org/amigo/term/GO:0032426
neuron fate commitment	Gene Ontology	GO:0048663	4	19	0.0619406780568	0.500358758653	ENSG00000186487|ENSG00000009709|ENSG00000184486|ENSG00000168267	http://amigo.geneontology.org/amigo/term/GO:0048663
ion channel activity	Gene Ontology	GO:0005216	4	19	0.0619406780568	0.500358758653	ENSG00000070985|ENSG00000166828|ENSG00000138435|ENSG00000182963	http://amigo.geneontology.org/amigo/term/GO:0005216
ureteric bud development	Gene Ontology	GO:0001657	6	37	0.0625300721691	0.500358758653	ENSG00000147869|ENSG00000126778|ENSG00000006016|ENSG00000273706|ENSG00000101144|ENSG00000164619	http://amigo.geneontology.org/amigo/term/GO:0001657
hair follicle development	Gene Ontology	GO:0001942	6	37	0.0625300721691	0.500358758653	ENSG00000107984|ENSG00000156535|ENSG00000052850|ENSG00000125285|ENSG00000167968|ENSG00000123364	http://amigo.geneontology.org/amigo/term/GO:0001942
chloride transport	Gene Ontology	GO:0006821	6	37	0.0625300721691	0.500358758653	ENSG00000174502|ENSG00000089356|ENSG00000186510|ENSG00000162399|ENSG00000225697|ENSG00000126562	http://amigo.geneontology.org/amigo/term/GO:0006821
